time,open,high,low,close
1702134900000,2349.13,2352.1,2349,2349.67
1702134960000,2349.82,2352.26,2349.48,2352.1
1702135020000,2351.77,2353.33,2350.69,2353.05
1702135080000,2354.6,2354.84,2353.04,2353.41
1702135140000,2353.46,2354.43,2353.16,2353.65
1702135200000,2353.61,2354.7,2352.43,2354.21
1702135260000,2354.35,2354.65,2352.97,2353.95
1702135320000,2354.13,2355.1,2353.62,2355.1
1702135380000,2354.63,2354.63,2351.38,2353.61
1702135440000,2353.48,2353.48,2351.6,2352.2
1702135500000,2352.08,2354.2,2352.06,2353.46
1702135560000,2353.51,2354.1,2352.74,2353.97
1702135620000,2354.02,2354.7,2352.93,2353.4
1702135680000,2353.39,2354.7,2351.76,2353.7
1702135740000,2352.42,2353.27,2350.57,2352.57
1702135800000,2352.57,2354.63,2351.86,2352.98
1702135860000,2352.7,2355.6,2352.54,2355.6
1702135920000,2354.62,2355.63,2353.37,2355.33
1702135980000,2355.64,2357.74,2355.43,2357.59
1702136040000,2357.41,2358.4,2355.6,2357.51
1702136100000,2357.23,2357.6,2355.91,2357.1
1702136160000,2356.81,2357.7,2355.47,2355.69
1702136220000,2356.05,2358.1,2355.9,2358
1702136280000,2357.73,2358.5,2356.06,2357.02
1702136340000,2357.06,2357.8,2356.15,2357.22
1702136400000,2357.2,2357.69,2355.68,2357.69
1702136460000,2357.58,2361,2356.99,2359.2
1702136520000,2359.2,2359.64,2358.79,2359.25
1702136580000,2359.2,2359.64,2358.65,2358.73
1702136640000,2358.86,2359.08,2358.04,2359.05
1702136700000,2358.85,2360.01,2358.44,2359.21
1702136760000,2359.33,2361.86,2358.16,2361.09
1702136820000,2361.02,2362.3,2359.49,2361.87
1702136880000,2362.03,2364.9,2361.12,2364.6
1702136940000,2364.14,2367.5,2362.75,2366.02
1702137000000,2366.11,2366.17,2362.97,2364.58
1702137060000,2364.59,2368.4,2364.59,2364.76
1702137120000,2364.69,2365.7,2363.96,2364.44
1702137180000,2364.96,2368.08,2364.43,2368.08
1702137240000,2365.83,2367.3,2363.96,2364.17
1702137300000,2364.17,2368.2,2363.11,2366.42
1702137360000,2366.42,2368,2364.93,2365.94
1702137420000,2366.11,2367.19,2365.38,2365.38
1702137480000,2366.03,2366.97,2364.11,2364.96
1702137540000,2365.12,2366,2363.15,2363.42
1702137600000,2363.4,2365.5,2362.47,2363.73
1702137660000,2363.74,2365,2361.99,2362.78
1702137720000,2363.07,2363.97,2360.47,2363.82
1702137780000,2363.82,2365.64,2362.29,2365.19
1702137840000,2363.99,2366.06,2363.99,2365.84
1702137900000,2365.73,2368.2,2364.75,2365.7
1702137960000,2365.14,2365.9,2363.19,2363.97
1702138020000,2363.36,2365.8,2363.36,2364.28
1702138080000,2364.61,2365.18,2364.03,2364.77
1702138140000,2364.82,2366.29,2364.69,2366.2
1702138200000,2366.11,2366.16,2363.86,2363.89
1702138260000,2363.96,2366.9,2363.51,2364.19
1702138320000,2364.02,2366,2362.94,2363.09
1702138380000,2363.27,2365.3,2362.73,2363.09
1702138440000,2362.98,2364.25,2361.5,2361.88
1702138500000,2361.82,2363.8,2361.49,2362.57
1702138560000,2362.8,2363.88,2362.46,2362.94
1702138620000,2363.11,2363.43,2359.09,2360.06
1702138680000,2360.06,2361.2,2358.28,2358.55
1702138740000,2359.14,2359.77,2358.05,2359.31
1702138800000,2359.31,2362,2359.13,2362
1702138860000,2360.28,2362.4,2357.98,2358.21
1702138920000,2358.21,2359.6,2354.65,2354.71
1702138980000,2355.29,2356.7,2353.3,2356.01
1702139040000,2356.27,2356.75,2354.99,2356.08
1702139100000,2357.8,2357.8,2352.41,2354.3
1702139160000,2354.48,2355.5,2350.57,2351.01
1702139220000,2352.3,2353.2,2348.82,2349.65
1702139280000,2349.86,2351,2346.79,2348.22
1702139340000,2348.46,2352.25,2347.98,2349.7
1702139400000,2351.88,2354.4,2349.54,2351.42
1702139460000,2351.18,2354.8,2350,2350
1702139520000,2350,2356.5,2350,2356.33
1702139580000,2356.34,2356.5,2354.51,2355.91
1702139640000,2355.67,2357.2,2353.8,2353.95
1702139700000,2353.91,2357.5,2353.68,2356.72
1702139760000,2356.85,2356.85,2354.51,2356.01
1702139820000,2356.07,2356.5,2353.96,2354.51
1702139880000,2355.64,2356.2,2354.57,2355.69
1702139940000,2355.69,2355.69,2353.6,2354.86
1702140000000,2354.8,2356.11,2353.36,2353.88
1702140060000,2353.91,2356.9,2353.59,2354.25
1702140120000,2354.24,2355.13,2354.23,2354.57
1702140180000,2354.62,2355.53,2354.24,2355.15
1702140240000,2355.07,2355.53,2354.24,2355.43
1702140300000,2355.39,2357.22,2354.26,2354.52
1702140360000,2357.25,2359.4,2354.52,2358.35
1702140420000,2358.35,2358.77,2356.58,2358.22
